what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316781147363
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316781152785
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316781155627
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316781167252
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781190183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781193817
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316781194799
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1316781238658
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1316781238806
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1316781238943
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1316781239078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316781241059
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316781242286
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781246556
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781272869
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781299380
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781485664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781488122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781491810
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781551927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781658168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781746416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781746867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781747417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781928906
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316781943492
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316781943556
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316781944992
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316781958553
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316781968714
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316781969984
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316781971193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316781982980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316782008062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316782072783
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316782073050
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316782074460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316782112037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316782164299
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316782165133
